filter,rx_index,time_ps,softOut,rx_bit,tx_bit
fir,5964,5970835000,36,0,0
legacy,5964,5970885000,42,0,0
fir,5965,5971835000,-40,1,1
legacy,5965,5971885000,-42,1,1
fir,5966,5972835000,-38,1,1
legacy,5966,5972885000,-40,1,1
fir,5967,5973835000,40,0,0
legacy,5967,5973885000,40,0,0
fir,5968,5974835000,-44,1,1
legacy,5968,5974885000,-40,1,1
fir,5969,5975835000,-42,1,1
legacy,5969,5975885000,-46,1,1
fir,5970,5976835000,-38,1,1
legacy,5970,5976885000,-40,1,1
fir,5971,5977835000,40,0,0
legacy,5971,5977885000,40,0,0
fir,5972,5978835000,-44,1,1
legacy,5972,5978885000,-40,1,1
fir,5973,5979835000,-38,1,1
legacy,5973,5979885000,-40,1,1
fir,5974,5980835000,40,0,0
legacy,5974,5980885000,40,0,0
fir,5975,5981835000,-44,1,1
legacy,5975,5981885000,-40,1,1
fir,5976,5982835000,-42,1,1
legacy,5976,5982885000,-46,1,1
fir,5977,5983835000,-44,1,1
legacy,5977,5983885000,-46,1,1
fir,5978,5984835000,-38,1,1
legacy,5978,5984885000,-42,1,1
fir,5979,5985835000,42,0,0
legacy,5979,5985885000,42,0,0
fir,5980,5986835000,42,0,0
legacy,5980,5986885000,46,0,0
fir,5981,5987835000,42,0,0
legacy,5981,5987885000,48,0,0
fir,5982,5988835000,44,0,0
legacy,5982,5988885000,46,0,0
fir,5983,5989835000,38,0,0
legacy,5983,5989885000,40,0,0
fir,5984,5990835000,-40,1,1
legacy,5984,5990885000,-40,1,1
fir,5985,5991835000,44,0,0
legacy,5985,5991885000,40,0,0
fir,5986,5992835000,42,0,0
legacy,5986,5992885000,46,0,0
fir,5987,5993835000,42,0,0
legacy,5987,5993885000,48,0,0
fir,5988,5994835000,44,0,0
legacy,5988,5994885000,46,0,0
fir,5989,5995835000,38,0,0
legacy,5989,5995885000,40,0,0
fir,5990,5996835000,-40,1,1
legacy,5990,5996885000,-40,1,1
fir,5991,5997835000,44,0,0
legacy,5991,5997885000,40,0,0
fir,5992,5998835000,38,0,0
legacy,5992,5998885000,40,0,0
fir,5993,5999835000,-40,1,1
legacy,5993,5999885000,-40,1,1
fir,5994,6000835000,44,0,0
legacy,5994,6000885000,40,0,0
fir,5995,6001835000,38,0,0
legacy,5995,6001885000,42,0,0
fir,5996,6002835000,-42,1,1
legacy,5996,6002885000,-42,1,1
fir,5997,6003835000,-42,1,1
legacy,5997,6003885000,-46,1,1
fir,5998,6004835000,-42,1,1
legacy,5998,6004885000,-46,1,1
fir,5999,6005835000,-38,1,1
legacy,5999,6005885000,-40,1,1
fir,6000,6006835000,40,0,0
legacy,6000,6006885000,38,0,0
fir,6001,6007835000,-42,1,1
legacy,6001,6007885000,-38,1,1
fir,6002,6008835000,42,0,0
legacy,6002,6008885000,38,0,0
fir,6003,6009835000,-42,1,1
legacy,6003,6009885000,-38,1,1
fir,6004,6010835000,44,0,0
legacy,6004,6010885000,40,0,0
fir,6005,6011835000,44,0,0
legacy,6005,6011885000,46,0,0
fir,6006,6012835000,38,0,0
legacy,6006,6012885000,42,0,0
fir,6007,6013835000,-42,1,1
legacy,6007,6013885000,-42,1,1
fir,6008,6014835000,-42,1,1
legacy,6008,6014885000,-46,1,1
fir,6009,6015835000,-44,1,1
legacy,6009,6015885000,-46,1,1
fir,6010,6016835000,-38,1,1
legacy,6010,6016885000,-40,1,1
fir,6011,6017835000,40,0,0
legacy,6011,6017885000,40,0,0
fir,6012,6018835000,-44,1,1
legacy,6012,6018885000,-40,1,1
fir,6013,6019835000,-38,1,1
legacy,6013,6019885000,-42,1,1
fir,6014,6020835000,42,0,0
legacy,6014,6020885000,42,0,0
fir,6015,6021835000,38,0,0
legacy,6015,6021885000,42,0,0
fir,6016,6022835000,-42,1,1
legacy,6016,6022885000,-42,1,1
fir,6017,6023835000,-42,1,1
legacy,6017,6023885000,-46,1,1
fir,6018,6024835000,-42,1,1
legacy,6018,6024885000,-46,1,1
fir,6019,6025835000,-38,1,1
legacy,6019,6025885000,-40,1,1
fir,6020,6026835000,40,0,0
legacy,6020,6026885000,38,0,0
fir,6021,6027835000,-42,1,1
legacy,6021,6027885000,-38,1,1
fir,6022,6028835000,42,0,0
legacy,6022,6028885000,38,0,0
fir,6023,6029835000,-44,1,1
legacy,6023,6029885000,-40,1,1
fir,6024,6030835000,-44,1,1
legacy,6024,6030885000,-46,1,1
fir,6025,6031835000,-38,1,1
legacy,6025,6031885000,-42,1,1
fir,6026,6032835000,42,0,0
legacy,6026,6032885000,42,0,0
fir,6027,6033835000,42,0,0
legacy,6027,6033885000,46,0,0
fir,6028,6034835000,42,0,0
legacy,6028,6034885000,48,0,0
fir,6029,6035835000,44,0,0
legacy,6029,6035885000,46,0,0
fir,6030,6036835000,38,0,0
legacy,6030,6036885000,40,0,0
fir,6031,6037835000,-40,1,1
legacy,6031,6037885000,-40,1,1
fir,6032,6038835000,44,0,0
legacy,6032,6038885000,40,0,0
fir,6033,6039835000,42,0,0
legacy,6033,6039885000,46,0,0
fir,6034,6040835000,42,0,0
legacy,6034,6040885000,48,0,0
fir,6035,6041835000,44,0,0
legacy,6035,6041885000,46,0,0
fir,6036,6042835000,38,0,0
legacy,6036,6042885000,40,0,0
fir,6037,6043835000,-40,1,1
legacy,6037,6043885000,-40,1,1
fir,6038,6044835000,44,0,0
legacy,6038,6044885000,40,0,0
fir,6039,6045835000,42,0,0
legacy,6039,6045885000,46,0,0
fir,6040,6046835000,44,0,0
legacy,6040,6046885000,46,0,0
fir,6041,6047835000,38,0,0
legacy,6041,6047885000,40,0,0
fir,6042,6048835000,-40,1,1
legacy,6042,6048885000,-40,1,1
fir,6043,6049835000,44,0,0
legacy,6043,6049885000,40,0,0
fir,6044,6050835000,38,0,0
legacy,6044,6050885000,42,0,0
fir,6045,6051835000,-42,1,1
legacy,6045,6051885000,-42,1,1
fir,6046,6052835000,-38,1,1
legacy,6046,6052885000,-42,1,1
fir,6047,6053835000,42,0,0
legacy,6047,6053885000,42,0,0
fir,6048,6054835000,42,0,0
legacy,6048,6054885000,46,0,0
fir,6049,6055835000,42,0,0
legacy,6049,6055885000,48,0,0
fir,6050,6056835000,42,0,0
legacy,6050,6056885000,48,0,0
fir,6051,6057835000,44,0,0
legacy,6051,6057885000,46,0,0
fir,6052,6058835000,38,0,0
legacy,6052,6058885000,40,0,0
fir,6053,6059835000,-40,1,1
legacy,6053,6059885000,-40,1,1
fir,6054,6060835000,44,0,0
legacy,6054,6060885000,40,0,0
fir,6055,6061835000,38,0,0
legacy,6055,6061885000,42,0,0
fir,6056,6062835000,-42,1,1
legacy,6056,6062885000,-42,1,1
fir,6057,6063835000,-42,1,1
legacy,6057,6063885000,-46,1,1
fir,6058,6064835000,-42,1,1
legacy,6058,6064885000,-46,1,1
fir,6059,6065835000,-38,1,1
legacy,6059,6065885000,-42,1,1
fir,6060,6066835000,42,0,0
legacy,6060,6066885000,42,0,0
fir,6061,6067835000,38,0,0
legacy,6061,6067885000,40,0,0
fir,6062,6068835000,-40,1,1
legacy,6062,6068885000,-38,1,1
fir,6063,6069835000,42,0,0
legacy,6063,6069885000,38,0,0
fir,6064,6070835000,-44,1,1
legacy,6064,6070885000,-40,1,1
fir,6065,6071835000,-44,1,1
legacy,6065,6071885000,-46,1,1
fir,6066,6072835000,-38,1,1
legacy,6066,6072885000,-40,1,1
fir,6067,6073835000,40,0,0
legacy,6067,6073885000,40,0,0
fir,6068,6074835000,-44,1,1
legacy,6068,6074885000,-40,1,1
fir,6069,6075835000,-38,1,1
legacy,6069,6075885000,-42,1,1
fir,6070,6076835000,42,0,0
legacy,6070,6076885000,42,0,0
fir,6071,6077835000,38,0,0
legacy,6071,6077885000,40,0,0
fir,6072,6078835000,-40,1,1
legacy,6072,6078885000,-38,1,1
fir,6073,6079835000,42,0,0
legacy,6073,6079885000,38,0,0
fir,6074,6080835000,-42,1,1
legacy,6074,6080885000,-38,1,1
fir,6075,6081835000,44,0,0
legacy,6075,6081885000,40,0,0
fir,6076,6082835000,38,0,0
legacy,6076,6082885000,40,0,0
fir,6077,6083835000,-40,1,1
legacy,6077,6083885000,-40,1,1
fir,6078,6084835000,44,0,0
legacy,6078,6084885000,40,0,0
fir,6079,6085835000,36,0,0
legacy,6079,6085885000,42,0,0
fir,6080,6086835000,-40,1,1
legacy,6080,6086885000,-42,1,1
fir,6081,6087835000,-44,1,1
legacy,6081,6087885000,-46,1,1
fir,6082,6088835000,-38,1,1
legacy,6082,6088885000,-40,1,1
fir,6083,6089835000,40,0,0
legacy,6083,6089885000,40,0,0
fir,6084,6090835000,-44,1,1
legacy,6084,6090885000,-40,1,1
fir,6085,6091835000,-42,1,1
legacy,6085,6091885000,-46,1,1
fir,6086,6092835000,-42,1,1
legacy,6086,6092885000,-46,1,1
fir,6087,6093835000,-38,1,1
legacy,6087,6093885000,-42,1,1
fir,6088,6094835000,42,0,0
legacy,6088,6094885000,42,0,0
fir,6089,6095835000,36,0,0
legacy,6089,6095885000,42,0,0
fir,6090,6096835000,-40,1,1
legacy,6090,6096885000,-42,1,1
fir,6091,6097835000,-42,1,1
legacy,6091,6097885000,-46,1,1
fir,6092,6098835000,-44,1,1
legacy,6092,6098885000,-46,1,1
fir,6093,6099835000,-38,1,1
legacy,6093,6099885000,-40,1,1
fir,6094,6100835000,40,0,0
legacy,6094,6100885000,40,0,0
fir,6095,6101835000,-44,1,1
legacy,6095,6101885000,-40,1,1
fir,6096,6102835000,-38,1,1
legacy,6096,6102885000,-40,1,1
fir,6097,6103835000,40,0,0
legacy,6097,6103885000,40,0,0
fir,6098,6104835000,-44,1,1
legacy,6098,6104885000,-40,1,1
fir,6099,6105835000,-44,1,1
legacy,6099,6105885000,-46,1,1
fir,6100,6106835000,-38,1,1
legacy,6100,6106885000,-40,1,1
fir,6101,6107835000,40,0,0
legacy,6101,6107885000,38,0,0
fir,6102,6108835000,-42,1,1
legacy,6102,6108885000,-38,1,1
fir,6103,6109835000,42,0,0
legacy,6103,6109885000,38,0,0
fir,6104,6110835000,-42,1,1
legacy,6104,6110885000,-38,1,1
fir,6105,6111835000,44,0,0
legacy,6105,6111885000,40,0,0
fir,6106,6112835000,36,0,0
legacy,6106,6112885000,42,0,0
fir,6107,6113835000,-40,1,1
legacy,6107,6113885000,-42,1,1
fir,6108,6114835000,-44,1,1
legacy,6108,6114885000,-46,1,1
fir,6109,6115835000,-38,1,1
legacy,6109,6115885000,-40,1,1
fir,6110,6116835000,40,0,0
legacy,6110,6116885000,38,0,0
fir,6111,6117835000,-42,1,1
legacy,6111,6117885000,-38,1,1
fir,6112,6118835000,42,0,0
legacy,6112,6118885000,38,0,0
fir,6113,6119835000,-44,1,1
legacy,6113,6119885000,-40,1,1
fir,6114,6120835000,-38,1,1
legacy,6114,6120885000,-40,1,1
fir,6115,6121835000,40,0,0
legacy,6115,6121885000,38,0,0
fir,6116,6122835000,-42,1,1
legacy,6116,6122885000,-38,1,1
fir,6117,6123835000,42,0,0
legacy,6117,6123885000,38,0,0
fir,6118,6124835000,-44,1,1
legacy,6118,6124885000,-40,1,1
fir,6119,6125835000,-38,1,1
legacy,6119,6125885000,-42,1,1
fir,6120,6126835000,42,0,0
legacy,6120,6126885000,42,0,0
fir,6121,6127835000,42,0,0
legacy,6121,6127885000,46,0,0
fir,6122,6128835000,44,0,0
legacy,6122,6128885000,46,0,0
fir,6123,6129835000,38,0,0
legacy,6123,6129885000,42,0,0
fir,6124,6130835000,-42,1,1
legacy,6124,6130885000,-42,1,1
fir,6125,6131835000,-38,1,1
legacy,6125,6131885000,-42,1,1
fir,6126,6132835000,42,0,0
legacy,6126,6132885000,42,0,0
fir,6127,6133835000,42,0,0
legacy,6127,6133885000,46,0,0
fir,6128,6134835000,44,0,0
legacy,6128,6134885000,46,0,0
fir,6129,6135835000,36,0,0
legacy,6129,6135885000,42,0,0
fir,6130,6136835000,-40,1,1
legacy,6130,6136885000,-42,1,1
fir,6131,6137835000,-38,1,1
legacy,6131,6137885000,-40,1,1
fir,6132,6138835000,40,0,0
legacy,6132,6138885000,40,0,0
fir,6133,6139835000,-44,1,1
legacy,6133,6139885000,-40,1,1
fir,6134,6140835000,-44,1,1
legacy,6134,6140885000,-46,1,1
fir,6135,6141835000,-38,1,1
legacy,6135,6141885000,-42,1,1
fir,6136,6142835000,42,0,0
legacy,6136,6142885000,42,0,0
fir,6137,6143835000,42,0,0
legacy,6137,6143885000,46,0,0
fir,6138,6144835000,44,0,0
legacy,6138,6144885000,46,0,0
fir,6139,6145835000,36,0,0
legacy,6139,6145885000,42,0,0
fir,6140,6146835000,-40,1,1
legacy,6140,6146885000,-42,1,1
fir,6141,6147835000,-44,1,1
legacy,6141,6147885000,-46,1,1
fir,6142,6148835000,-38,1,1
legacy,6142,6148885000,-42,1,1
fir,6143,6149835000,42,0,0
legacy,6143,6149885000,42,0,0
fir,6144,6150835000,42,0,0
legacy,6144,6150885000,46,0,0
fir,6145,6151835000,42,0,0
legacy,6145,6151885000,48,0,0
fir,6146,6152835000,44,0,0
legacy,6146,6152885000,46,0,0
fir,6147,6153835000,38,0,0
legacy,6147,6153885000,42,0,0
fir,6148,6154835000,-42,1,1
legacy,6148,6154885000,-42,1,1
fir,6149,6155835000,-38,1,1
legacy,6149,6155885000,-42,1,1
fir,6150,6156835000,42,0,0
legacy,6150,6156885000,42,0,0
fir,6151,6157835000,38,0,0
legacy,6151,6157885000,42,0,0
fir,6152,6158835000,-42,1,1
legacy,6152,6158885000,-42,1,1
fir,6153,6159835000,-42,1,1
legacy,6153,6159885000,-46,1,1
fir,6154,6160835000,-38,1,1
legacy,6154,6160885000,-40,1,1
fir,6155,6161835000,40,0,0
legacy,6155,6161885000,38,0,0
fir,6156,6162835000,-42,1,1
legacy,6156,6162885000,-38,1,1
fir,6157,6163835000,44,0,0
legacy,6157,6163885000,40,0,0
fir,6158,6164835000,42,0,0
legacy,6158,6164885000,46,0,0
fir,6159,6165835000,42,0,0
legacy,6159,6165885000,48,0,0
fir,6160,6166835000,44,0,0
legacy,6160,6166885000,46,0,0
fir,6161,6167835000,36,0,0
legacy,6161,6167885000,42,0,0
fir,6162,6168835000,-40,1,1
legacy,6162,6168885000,-42,1,1
fir,6163,6169835000,-38,1,1
legacy,6163,6169885000,-42,1,1
fir,6164,6170835000,42,0,0
legacy,6164,6170885000,42,0,0
fir,6165,6171835000,44,0,0
legacy,6165,6171885000,46,0,0
fir,6166,6172835000,38,0,0
legacy,6166,6172885000,42,0,0
fir,6167,6173835000,-42,1,1
legacy,6167,6173885000,-42,1,1
fir,6168,6174835000,-38,1,1
legacy,6168,6174885000,-40,1,1
fir,6169,6175835000,40,0,0
legacy,6169,6175885000,38,0,0
fir,6170,6176835000,-42,1,1
legacy,6170,6176885000,-38,1,1
fir,6171,6177835000,42,0,0
legacy,6171,6177885000,38,0,0
fir,6172,6178835000,-42,1,1
legacy,6172,6178885000,-38,1,1
fir,6173,6179835000,44,0,0
legacy,6173,6179885000,40,0,0
fir,6174,6180835000,44,0,0
legacy,6174,6180885000,46,0,0
fir,6175,6181835000,38,0,0
legacy,6175,6181885000,40,0,0
fir,6176,6182835000,-40,1,1
legacy,6176,6182885000,-40,1,1
fir,6177,6183835000,44,0,0
legacy,6177,6183885000,40,0,0
fir,6178,6184835000,38,0,0
legacy,6178,6184885000,40,0,0
fir,6179,6185835000,-40,1,1
legacy,6179,6185885000,-40,1,1
fir,6180,6186835000,44,0,0
legacy,6180,6186885000,40,0,0
fir,6181,6187835000,38,0,0
legacy,6181,6187885000,40,0,0
fir,6182,6188835000,-40,1,1
legacy,6182,6188885000,-40,1,1
fir,6183,6189835000,44,0,0
legacy,6183,6189885000,40,0,0
fir,6184,6190835000,42,0,0
legacy,6184,6190885000,46,0,0
fir,6185,6191835000,42,0,0
legacy,6185,6191885000,48,0,0
fir,6186,6192835000,42,0,0
legacy,6186,6192885000,48,0,0
fir,6187,6193835000,42,0,0
legacy,6187,6193885000,48,0,0
fir,6188,6194835000,44,0,0
legacy,6188,6194885000,46,0,0
fir,6189,6195835000,38,0,0
legacy,6189,6195885000,40,0,0
fir,6190,6196835000,-40,1,1
legacy,6190,6196885000,-38,1,1
fir,6191,6197835000,42,0,0
legacy,6191,6197885000,38,0,0
fir,6192,6198835000,-42,1,1
legacy,6192,6198885000,-38,1,1
fir,6193,6199835000,44,0,0
legacy,6193,6199885000,40,0,0
fir,6194,6200835000,42,0,0
legacy,6194,6200885000,46,0,0
fir,6195,6201835000,44,0,0
legacy,6195,6201885000,46,0,0
fir,6196,6202835000,38,0,0
legacy,6196,6202885000,40,0,0
fir,6197,6203835000,-40,1,1
legacy,6197,6203885000,-38,1,1
fir,6198,6204835000,42,0,0
legacy,6198,6204885000,38,0,0
fir,6199,6205835000,-42,1,1
legacy,6199,6205885000,-38,1,1
fir,6200,6206835000,42,0,0
legacy,6200,6206885000,38,0,0
fir,6201,6207835000,-42,1,1
legacy,6201,6207885000,-38,1,1
fir,6202,6208835000,44,0,0
legacy,6202,6208885000,40,0,0
fir,6203,6209835000,44,0,0
legacy,6203,6209885000,46,0,0
fir,6204,6210835000,38,0,0
legacy,6204,6210885000,42,0,0
fir,6205,6211835000,-42,1,1
legacy,6205,6211885000,-42,1,1
fir,6206,6212835000,-38,1,1
legacy,6206,6212885000,-40,1,1
fir,6207,6213835000,40,0,0
legacy,6207,6213885000,38,0,0
fir,6208,6214835000,-42,1,1
legacy,6208,6214885000,-38,1,1
fir,6209,6215835000,42,0,0
legacy,6209,6215885000,38,0,0
fir,6210,6216835000,-44,1,1
legacy,6210,6216885000,-40,1,1
fir,6211,6217835000,-42,1,1
legacy,6211,6217885000,-46,1,1
fir,6212,6218835000,-42,1,1
legacy,6212,6218885000,-48,1,1
fir,6213,6219835000,-44,1,1
legacy,6213,6219885000,-46,1,1
fir,6214,6220835000,-38,1,1
legacy,6214,6220885000,-40,1,1
fir,6215,6221835000,40,0,0
legacy,6215,6221885000,38,0,0
fir,6216,6222835000,-42,1,1
legacy,6216,6222885000,-38,1,1
fir,6217,6223835000,42,0,0
legacy,6217,6223885000,38,0,0
fir,6218,6224835000,-44,1,1
legacy,6218,6224885000,-40,1,1
fir,6219,6225835000,-42,1,1
legacy,6219,6225885000,-46,1,1
fir,6220,6226835000,-42,1,1
legacy,6220,6226885000,-46,1,1
fir,6221,6227835000,-38,1,1
legacy,6221,6227885000,-40,1,1
fir,6222,6228835000,40,0,0
legacy,6222,6228885000,40,0,0
fir,6223,6229835000,-44,1,1
legacy,6223,6229885000,-40,1,1
fir,6224,6230835000,-44,1,1
legacy,6224,6230885000,-46,1,1
fir,6225,6231835000,-38,1,1
legacy,6225,6231885000,-40,1,1
fir,6226,6232835000,40,0,0
legacy,6226,6232885000,40,0,0
fir,6227,6233835000,-44,1,1
legacy,6227,6233885000,-40,1,1
fir,6228,6234835000,-42,1,1
legacy,6228,6234885000,-46,1,1
fir,6229,6235835000,-44,1,1
legacy,6229,6235885000,-46,1,1
fir,6230,6236835000,-38,1,1
legacy,6230,6236885000,-42,1,1
fir,6231,6237835000,42,0,0
legacy,6231,6237885000,42,0,0
fir,6232,6238835000,44,0,0
legacy,6232,6238885000,46,0,0
fir,6233,6239835000,38,0,0
legacy,6233,6239885000,42,0,0
fir,6234,6240835000,-42,1,1
legacy,6234,6240885000,-42,1,1
fir,6235,6241835000,-44,1,1
legacy,6235,6241885000,-46,1,1
fir,6236,6242835000,-38,1,1
legacy,6236,6242885000,-42,1,1
fir,6237,6243835000,42,0,0
legacy,6237,6243885000,42,0,0
fir,6238,6244835000,44,0,0
legacy,6238,6244885000,46,0,0
fir,6239,6245835000,38,0,0
legacy,6239,6245885000,42,0,0
fir,6240,6246835000,-42,1,1
legacy,6240,6246885000,-42,1,1
fir,6241,6247835000,-42,1,1
legacy,6241,6247885000,-46,1,1
fir,6242,6248835000,-44,1,1
legacy,6242,6248885000,-46,1,1
fir,6243,6249835000,-38,1,1
legacy,6243,6249885000,-42,1,1
fir,6244,6250835000,42,0,0
legacy,6244,6250885000,42,0,0
fir,6245,6251835000,42,0,0
legacy,6245,6251885000,46,0,0
fir,6246,6252835000,42,0,0
legacy,6246,6252885000,48,0,0
fir,6247,6253835000,42,0,0
legacy,6247,6253885000,48,0,0
fir,6248,6254835000,44,0,0
legacy,6248,6254885000,46,0,0
fir,6249,6255835000,38,0,0
legacy,6249,6255885000,42,0,0
fir,6250,6256835000,-42,1,1
legacy,6250,6256885000,-42,1,1
fir,6251,6257835000,-44,1,1
legacy,6251,6257885000,-46,1,1
fir,6252,6258835000,-38,1,1
legacy,6252,6258885000,-40,1,1
fir,6253,6259835000,40,0,0
legacy,6253,6259885000,38,0,0
fir,6254,6260835000,-42,1,1
legacy,6254,6260885000,-38,1,1
fir,6255,6261835000,44,0,0
legacy,6255,6261885000,40,0,0
fir,6256,6262835000,44,0,0
legacy,6256,6262885000,46,0,0
fir,6257,6263835000,38,0,0
legacy,6257,6263885000,40,0,0
fir,6258,6264835000,-40,1,1
legacy,6258,6264885000,-40,1,1
fir,6259,6265835000,44,0,0
legacy,6259,6265885000,40,0,0
fir,6260,6266835000,38,0,0
legacy,6260,6266885000,42,0,0
fir,6261,6267835000,-42,1,1
legacy,6261,6267885000,-42,1,1
fir,6262,6268835000,-42,1,1
legacy,6262,6268885000,-46,1,1
fir,6263,6269835000,-42,1,1
legacy,6263,6269885000,-48,1,1
fir,6264,6270835000,-42,1,1
legacy,6264,6270885000,-46,1,1
fir,6265,6271835000,-38,1,1
legacy,6265,6271885000,-42,1,1
fir,6266,6272835000,42,0,0
legacy,6266,6272885000,42,0,0
fir,6267,6273835000,42,0,0
legacy,6267,6273885000,46,0,0
fir,6268,6274835000,42,0,0
legacy,6268,6274885000,48,0,0
fir,6269,6275835000,42,0,0
legacy,6269,6275885000,48,0,0
fir,6270,6276835000,42,0,0
legacy,6270,6276885000,48,0,0
fir,6271,6277835000,44,0,0
legacy,6271,6277885000,46,0,0
fir,6272,6278835000,38,0,0
legacy,6272,6278885000,42,0,0
fir,6273,6279835000,-42,1,1
legacy,6273,6279885000,-42,1,1
fir,6274,6280835000,-42,1,1
legacy,6274,6280885000,-46,1,1
fir,6275,6281835000,-38,1,1
legacy,6275,6281885000,-40,1,1
fir,6276,6282835000,40,0,0
legacy,6276,6282885000,38,0,0
fir,6277,6283835000,-42,1,1
legacy,6277,6283885000,-38,1,1
fir,6278,6284835000,42,0,0
legacy,6278,6284885000,38,0,0
fir,6279,6285835000,-44,1,1
legacy,6279,6285885000,-40,1,1
fir,6280,6286835000,-38,1,1
legacy,6280,6286885000,-42,1,1
fir,6281,6287835000,42,0,0
legacy,6281,6287885000,42,0,0
fir,6282,6288835000,42,0,0
legacy,6282,6288885000,46,0,0
fir,6283,6289835000,44,0,0
legacy,6283,6289885000,46,0,0
fir,6284,6290835000,38,0,0
legacy,6284,6290885000,40,0,0
fir,6285,6291835000,-40,1,1
legacy,6285,6291885000,-38,1,1
fir,6286,6292835000,42,0,0
legacy,6286,6292885000,38,0,0
fir,6287,6293835000,-44,1,1
legacy,6287,6293885000,-40,1,1
fir,6288,6294835000,-38,1,1
legacy,6288,6294885000,-42,1,1
fir,6289,6295835000,42,0,0
legacy,6289,6295885000,42,0,0
fir,6290,6296835000,44,0,0
legacy,6290,6296885000,46,0,0
fir,6291,6297835000,38,0,0
legacy,6291,6297885000,42,0,0
fir,6292,6298835000,-42,1,1
legacy,6292,6298885000,-42,1,1
fir,6293,6299835000,-38,1,1
legacy,6293,6299885000,-40,1,1
fir,6294,6300835000,40,0,0
legacy,6294,6300885000,38,0,0
fir,6295,6301835000,-42,1,1
legacy,6295,6301885000,-38,1,1
fir,6296,6302835000,42,0,0
legacy,6296,6302885000,38,0,0
fir,6297,6303835000,-44,1,1
legacy,6297,6303885000,-40,1,1
fir,6298,6304835000,-42,1,1
legacy,6298,6304885000,-46,1,1
fir,6299,6305835000,-42,1,1
legacy,6299,6305885000,-48,1,1
fir,6300,6306835000,-42,1,1
legacy,6300,6306885000,-48,1,1
fir,6301,6307835000,-42,1,1
legacy,6301,6307885000,-48,1,1
fir,6302,6308835000,-42,1,1
legacy,6302,6308885000,-46,1,1
fir,6303,6309835000,-38,1,1
legacy,6303,6309885000,-42,1,1
fir,6304,6310835000,42,0,0
legacy,6304,6310885000,42,0,0
fir,6305,6311835000,38,0,0
legacy,6305,6311885000,40,0,0
fir,6306,6312835000,-40,1,1
legacy,6306,6312885000,-40,1,1
fir,6307,6313835000,44,0,0
legacy,6307,6313885000,40,0,0
fir,6308,6314835000,38,0,0
legacy,6308,6314885000,40,0,0
fir,6309,6315835000,-40,1,1
legacy,6309,6315885000,-40,1,1
fir,6310,6316835000,44,0,0
legacy,6310,6316885000,40,0,0
fir,6311,6317835000,44,0,0
legacy,6311,6317885000,46,0,0
fir,6312,6318835000,38,0,0
legacy,6312,6318885000,40,0,0
fir,6313,6319835000,-40,1,1
legacy,6313,6319885000,-38,1,1
fir,6314,6320835000,42,0,0
legacy,6314,6320885000,38,0,0
fir,6315,6321835000,-44,1,1
legacy,6315,6321885000,-40,1,1
fir,6316,6322835000,-38,1,1
legacy,6316,6322885000,-42,1,1
fir,6317,6323835000,42,0,0
legacy,6317,6323885000,42,0,0
fir,6318,6324835000,42,0,0
legacy,6318,6324885000,46,0,0
fir,6319,6325835000,44,0,0
legacy,6319,6325885000,46,0,0
fir,6320,6326835000,38,0,0
legacy,6320,6326885000,42,0,0
fir,6321,6327835000,-42,1,1
legacy,6321,6327885000,-42,1,1
fir,6322,6328835000,-38,1,1
legacy,6322,6328885000,-40,1,1
fir,6323,6329835000,40,0,0
legacy,6323,6329885000,40,0,0
fir,6324,6330835000,-44,1,1
legacy,6324,6330885000,-40,1,1
fir,6325,6331835000,-44,1,1
legacy,6325,6331885000,-46,1,1
fir,6326,6332835000,-38,1,1
legacy,6326,6332885000,-42,1,1
fir,6327,6333835000,42,0,0
legacy,6327,6333885000,42,0,0
fir,6328,6334835000,44,0,0
legacy,6328,6334885000,46,0,0
fir,6329,6335835000,38,0,0
legacy,6329,6335885000,40,0,0
fir,6330,6336835000,-40,1,1
legacy,6330,6336885000,-40,1,1
fir,6331,6337835000,44,0,0
legacy,6331,6337885000,40,0,0
fir,6332,6338835000,38,0,0
legacy,6332,6338885000,42,0,0
fir,6333,6339835000,-42,1,1
legacy,6333,6339885000,-42,1,1
fir,6334,6340835000,-38,1,1
legacy,6334,6340885000,-40,1,1
fir,6335,6341835000,40,0,0
legacy,6335,6341885000,38,0,0
fir,6336,6342835000,-42,1,1
legacy,6336,6342885000,-38,1,1
fir,6337,6343835000,44,0,0
legacy,6337,6343885000,40,0,0
fir,6338,6344835000,44,0,0
legacy,6338,6344885000,46,0,0
fir,6339,6345835000,38,0,0
legacy,6339,6345885000,40,0,0
fir,6340,6346835000,-40,1,1
legacy,6340,6346885000,-38,1,1
fir,6341,6347835000,42,0,0
legacy,6341,6347885000,38,0,0
fir,6342,6348835000,-44,1,1
legacy,6342,6348885000,-40,1,1
fir,6343,6349835000,-38,1,1
legacy,6343,6349885000,-42,1,1
fir,6344,6350835000,42,0,0
legacy,6344,6350885000,42,0,0
fir,6345,6351835000,44,0,0
legacy,6345,6351885000,46,0,0
fir,6346,6352835000,38,0,0
legacy,6346,6352885000,40,0,0
fir,6347,6353835000,-40,1,1
legacy,6347,6353885000,-40,1,1
fir,6348,6354835000,44,0,0
legacy,6348,6354885000,40,0,0
fir,6349,6355835000,42,0,0
legacy,6349,6355885000,46,0,0
fir,6350,6356835000,42,0,0
legacy,6350,6356885000,48,0,0
fir,6351,6357835000,44,0,0
legacy,6351,6357885000,46,0,0
fir,6352,6358835000,38,0,0
